"packageid","title","abstract","new_keywords"
"knb-lter-arc.10573","Light profile data set for NSF Photochemistry project on the North Slope of Alaska.","Data file containing the irradiance profile with depth in two rivers on the North Slope of Alaska near Toolik Lake . Variables include site, depth, and wavelength. A synthesis of the data presented here is published in Cory et al. 2013, PNAS 110:3429-3434, and in Cory et al. 2014, Science 345:925-928.","biogeochemistry, meteorology, aquatic, landform, carbon, radiation, freshwater, stream, hillslope, irradiance"
"knb-lter-arc.10574","Apparent quantum yield data set for NSF Photochemistry project on the North Slope of Alaska.","Data file describing the apparent quantum yield of photo-oxidation, photo-mineralization, and photo-stimulated microbial respiration of dissolved organic carbon in water samples collected at various sites near Toolik Lake on the North Slope of Alaska. A synthesis of the data presented here is published in Cory et al. 2013, PNAS 110:3429-3434, and in Cory et al. 2014, Science 345:925-928.","biogeochemistry, ecosphere event, field method, microbe, biogeochemical process, biological process, environmental process, physiological process, landform, carbon, disturbance, water sample, bacteria, mineralization, production, disturbance, respiration, hillslope, bactereial production"
"knb-lter-arc.10575","Photochemistry data set for NSF Photochemistry project on the North Slope of Alaska.","Data file containing optical characterization of colored dissolved organic matter (CDOM). Data include CDOM absorption coefficients, water column light attenuation coefficients, specific UV light absorbance (SUVA254), spectral slope ratio, and fluorescence index from waters near Toolik Lake on the North Slope of Alaska. A synthesis of the data presented here is published in Cory et al. 2013, PNAS 110:3429-3434, and in Cory et al. 2014, Science 345:925-928.","biogeochemistry, meteorology, aquatic, ecosphere event, environmental process, landform, water, carbon, organic matter, light, freshwater, lake, stream, disturbance, disturbance, hillslope, water column"
"knb-lter-arc.10577","Fish captures in lakes of the Arctic LTER region Toolik Field Station Alaska from 1986 to 2021.","This file contains the fish number, recap number, species, lengths, weights, sex and a list of tissues sampled of fish captured in lakes near the Toolik Lake Arctic LTER site during summers from 1986 to 2021. The file also contains information from gill-netted fish (if any), sacrificed fish, and accidentally killed fish.  All dead fish are included, and if their stomachs and otoliths were taken, that is noted also.","ecology, aquatic, field method, animal, biodiversity, freshwater, lake, animal trap, vertebrate, mark and recapture, fish"
"knb-lter-arc.10578","Summer soil temperature and moisture at the Anaktuvuk River Severely burned site from 2010 to 2013","Soil moisture and temperature were recorded at the Anaktuvuk River burn area during the summers from 2010 to 2013. Six sensors were deployed and measured temperature on half-hourly intervals over the summer and into the fall depending on battery function. Sensors were place in a hexagonal shape around a central data logger. Note that over time sensor depths changed due to frost heave and other environmental factors. All data contained should be treated as suspect where sensors may have been at surface. These sensors were removed August 20, 2013, no replacement sensors were installed.","meteorology, soil science, atmospheric event, ecosphere event, device, plant part, environmental process, temperature, soil moisture, soil temperature, frost, disturbance, fire, sensor, wood, disturbance"
"knb-lter-arc.10579","Summer soil temperature and moisture at the Anaktuvuk River Moderately burned site from 2010 to 2013","Soil moisture and temperature were recorded at the Anaktuvuk River burn area during the summers from 2010 to 2013. Six sensors were deployed and measured temperature on half-hourly intervals over the summer and into the fall depending on battery function. Sensors were place in a hexagonal shape around a central datalogger. Note that over time sensor depths changed due to frost heave and other environmental factors. All data contained should be treated as suspect where sensors may have been at surface. These sensors were removed August 20, 2013, no replacement sensors were installed.","meteorology, soil science, atmospheric event, ecosphere event, device, environmental process, temperature, soil moisture, soil temperature, frost, disturbance, fire, sensor, disturbance"
"knb-lter-arc.10580","Summer soil temperature and moisture at the Anaktuvuk River Unburned site from 2010 to 2013","Soil moisture and temperature were recorded at the Anaktuvuk River burn area during the summers from 2010 to 2013. Six sensors were deployed and measured temperature on half-hourly intervals over the summer and into the fall depending on battery function. Sensors were place in a hexagonal shape around a central datalogger. Note that over time sensor depths changed due to frost heave and other environmental factors. All data contained should be treated as suspect where sensors may have been at surface. These sensors were removed August 23, 2013, no replacement sensors were installed.","meteorology, soil science, atmospheric event, ecosphere event, device, environmental process, temperature, soil moisture, soil temperature, frost, disturbance, fire, sensor, disturbance"
"knb-lter-arc.10581","Physical and chemical data for various lakes near Toolik Research Station, Arctic LTER. Summer 1975 to 1989.","Decadal file describing the physical lake parameters recorded at various lakes near Toolik Research Station during summers from 1975 to 1989.  Depth profiles at the sites of physical measures were collected in situ. Values measured included temperature, conductivity, pH, dissolved oxygen, Chlorophyll A, Secchi disk depth and PAR. Note that some sample depths also have additional parameters measured and available in separate files for water chemistry and primary production.","biogeochemistry, ecology, meteorology, aquatic, biological process, water, chlorophyll, conductivity, inorganic matter, nutrient, oxygen, water biogeochemistry, aquatic ecology, light, radiation, temperature, freshwater, lake, production, fresh water, inorganic nutrient, water clarity, limnology, irradiance, photosynthetically active radiation, primary production"
"knb-lter-arc.10582","Physical and chemical data for various lakes near Toolik Research Station, Arctic LTER. Summer 2010 to 2021","Decadal file describing the physical/chemical values recorded at various lakes near Toolik Research Station.  Sample site descriptors include site, date, time, depth.  Depth profiles of physical measures collected in situ with Hydrolab Datasonde in the field include temperature, conductivity, pH, dissolved oxygen in both percent saturation and mg/l, SCUFA chlorophyll-a values in both volts and µg/l, and PAR.","biogeochemistry, ecology, meteorology, aquatic, water, chlorophyll, conductivity, inorganic matter, nutrient, oxygen, aquatic ecology, light, radiation, temperature, freshwater, lake, fresh water, inorganic nutrient, limnology, irradiance, photosynthetically active radiation"
"knb-lter-arc.10583","Physical and chemical data for various lakes near Toolik Research Station, Arctic LTER. Summer 2000 to 2009","Decadal file describing the physical/chemical values recorded at various lakes near Toolik Research Station during summers from 2000 to 2009. Sample site descriptors include site, date, time, depth. Depth profiles of physical measures collected in situ with Hydrolab Datasonde in the field include temperature, conductivity, pH, dissolved oxygen in both percent saturation and mg/l, SCUFA chlorophyll-a values in both volts and Âµg/l, and PAR.","biogeochemistry, ecology, meteorology, aquatic, water, chlorophyll, conductivity, inorganic matter, nutrient, oxygen, aquatic ecology, light, radiation, temperature, freshwater, lake, fresh water, inorganic nutrient, limnology, irradiance, photosynthetically active radiation"
"knb-lter-arc.10584","Physical and chemical data for various lakes near Toolik Research Station, Arctic LTER. Summer 1990 to 1999","Decadal file describing the physical/chemical values recorded at various lakes near Toolik Research Station during summers from 1990 to 1999. Sample site descriptors include site, date, time, depth. Depth profiles of physical measures collected in situ with Hydrolab Datasonde in the field include temperature, conductivity, pH, dissolved oxygen in both percent saturation and mg/l, SCUFA chlorophyll-a values in both volts and Âµg/l, and PAR.","biogeochemistry, ecology, meteorology, aquatic, water, chlorophyll, conductivity, inorganic matter, nutrient, oxygen, aquatic ecology, light, radiation, temperature, freshwater, lake, fresh water, inorganic nutrient, limnology, irradiance, photosynthetically active radiation"
"knb-lter-arc.10585","Chlorophyll a and primary productivity data for various lakes near Toolik Research Station, Alaska, Arctic LTER. Summer 2010 to 2020","Decadal file describing the chlorophyll a and primary production in  various lakes near Toolik Research Station (68 38&#039;N, 149 36&#039;W) during summers from 2010 to 2020.  Sample site descriptors include an assigned number (sortchem), site, date of analysis (incubation), time, depth and rates of primary production.  The amount of chlorophyll a and pheophytin were also measured.","biogeochemistry, ecology, aquatic, biological process, community process, measurement process, water, carbon, chlorophyll, aquatic ecology, freshwater, lake, production, autotropy, incubation, fresh water, bicarbonate, limnology, primary production"
"knb-lter-arc.10587","The role of down-slope water and nutrient fluxes in the response of Arctic hill slopes to climate change, output from MBLGEMIII for typical tussock-tundra hill slope near Toolik Field Station, Alaska.","Output data sets of the MBL-GEM III model for a typical tussock-tundra hill slope. The model is described in two papers: Le DizÃ¨s, S., Kwiatkowski B.L., Rastetter E.B., Hope A., Hobbie J.E., Stow D., Daeschner S., 2003 Modelling biogeochemical responses of tundra ecosystems to temporal and spatial variations in climate in the Kuparuk River Basin (Alaska), Journal of Geophysical Research Vol. 108 No. D2 10.1029/2001JD000960. Rastetter, E.B., B. L. Kwiatkowski, S. Le DizÃ¨s, and J.E. Hobbie. 2004. The Role of Down-Slope Water and Nutrient Fluxes in the Response of Arctic Hill Slopes to Climate Change. Biogeochemistry 69:37-62.","biogeochemistry, ecosphere event, biological process, environmental process, landform, nutrient, organic matter, disturbance, production, disturbance, hillslope"
"knb-lter-arc.10588","Modeling biogeochemical responses of tundra ecosystems to temporal and spatial variations in climate in the Kuparuk River Basin , Alaska, 1921 to 2100.","Output data set of the MBL-GEM III model run for tussock tundra in the Kuparuk River Basin, Alaska, described in detail in Le DizÃ¨s, S., B. L. Kwiatkowski, E. B. Rastetter, A. Hope, J. E. Hobbie, D. Stow, and S. Daeschner, Modeling biogeochemical responses of tundra ecosystems to temporal and spatial variations in climate in the Kuparuk River Basin (Alaska), J. Geophys. Res., 108(D2), 8165, doi:10.1029/2001JD000960, 2003. We ran the model at a 10 km x 10 km resolution for 123 cells at a yearly time step for 180 years, from 1921 to 2100. Two scenarios enabled the investigation of the effects of two opposing climate change scenarios for the 2001-2100 future period: warmer and wetter (&quot;wet scenario&quot; or Scenario 1) and warmer and drier (&quot;dry scenario&quot; or Scenario 2). These 246 files contain all simulation results for each scenario for individual cells in the Kuparuk River basin.","biogeochemistry, ecosphere event, model, biological process, environmental process, measurement process, organic matter, disturbance, simulation, production, disturbance, modeling, simulation"
"knb-lter-arc.10589","Anaktuvuk River fire scar eriophorum vaginatum flowering during the 2008-2014 growing seasons","The Anaktuvuk River Fire occurred in 2007 on the North Slope of Alaska. In 2008, three eddy covariance towers were established at sites representing unburned tundra, moderately burned tundra, and severely burned tundra. Eriophorum vaginatum flowers were counted from annual photographs of each site during peak flowering season (6/17-7/20).","ecology, meteorology, ecosphere event, phenological event, device, community, community, plant part, community process, environmental process, measurement process, air, landform, layer, biodiversity, radiation, disturbance, fire, flowering, sensor, vegetation, vegetation, flower, recovery, disturbance, eddy covariance, air, hillslope, canopy, plant cover, vegetation dynammics, eddy covariance"
"knb-lter-arc.10590","Dissolved organic carbon (DOC) measurements from Toolik Lake Inlet and Toolik Lake main, Toolik Field Sation, North Slope Alaska for 2005-2008.","Dissolved organic carbon (DOC) measurements from Toolik Lake Inlet and Toolik Lake main sampling station for 2005-2008. The earliest measurements were in May and with the latest in September.","biogeochemistry, aquatic, landform, carbon, freshwater, lake, stream, hillslope"
"knb-lter-arc.10591","Toolik Lake Inlet discharge data collected during summers of 2010 to 2018, Arctic LTER, Toolik Research Station, Alaska.","Stream discharge, temperature, and conductivity of Toolik Lake Inlet stream for 2010 - 2018 study season. Water level was recorded with a Stevens PGIII Pulse Generator and Conductivity (EC) and Temperature measured with a Campbell Scientific Model 247 Conductivity and Temperature probe.","biogeochemistry, ecology, hydrology, meteorology, aquatic, hydrologic process, conductivity, inorganic matter, nutrient, aquatic ecology, discharge, water level, temperature, freshwater, lake, stream, discharge, inorganic nutrient"
"knb-lter-arc.10601","Stream temperature and discharge measured each summer for Oksrukuyik Creek at Dalton Road crossing, Arctic LTER, Toolik Field Station, Alaska, 1989-2019","Oksrukuyik Creek stage height and calculated discharge for the summer of 1989 to present. Stream temperature and discharge measured each summer for several streams in the Toolik area. Stream height is converted into stream discharge based on a rating curve calculated from manual discharge measurements throughout the season. The principal investigator in charge of the temperature and discharge measurements is Dr. Breck Bowden.Note: This file combines the previous individual yearly files.","hydrology, meteorology, aquatic, ecosphere event, environmental process, hydrologic process, discharge, stage height, temperature, freshwater, stream, disturbance, disturbance, discharge"
"knb-lter-arc.10602","Kuparuk River Whole Stream Metabolism Arctic LTER, Toolik Field Station Alaska 2012-2017","The Kuparuk River has been the central research location on the impact of added phosphorus to arctic streams. Additions of phosphorus occred since 1983. Today, 4 specific reaches show certain characteristics based on the years that they recieved fertilization. Whole Stream Metabolism is a way to quantify primary production of this stream system. Calculations were done using dissolved oxygen, discharge, stage, light and temperature measured by sondes and other equipment strategically deployed in the field at locations to quantify each of the unique stream reaches.","biogeochemistry, ecology, hydrology, meteorology, aquatic, ecosphere event, biological process, environmental process, hydrologic process, manipulation process, physiological process, oxygen, phosphorus cycle, aquatic ecology, discharge, light, temperature, freshwater, stream, disturbance, production, disturbance, discharge, fertilization, metabolism, phosphorus, primary production"
"knb-lter-arc.1062","Water chemistry data for various lakes near Toolik Research Station, Arctic LTER. Summer 2010 to 2021","Note:  Corrections were made to Particulate phosphorus values.  See version 5 notes.Decadal file describing the water chemistry in  various lakes near Toolik Research Station (68 38&#039;N, 149 36&#039;W) during summers from 2010 to 2021. Chemical analyses were conducted on samples from various depths in the sample lakes either once, or multiple times during the spring, summer and fall months (May to September). Chemical analyses for the samples include alkalinity, dissolved organic and inorganic carbon, inorganic and total dissolved nutrients, particulate carbon, nitrogen and phosphorous, cations and anions.","biogeochemistry, aquatic, anion, carbon, cation, nitrogen cycle, inorganic matter, nutrient, phosphorus cycle, sulfur cycle, water biogeochemistry, freshwater, lake, ammonium, nitrogen, inorganic nutrient, phosphorus, sulfate"
"knb-lter-arc.1123","Total numbers per square meter and taxa of insects taken from the Kuparuk River during the summer of 2001, Arctic LTER 2001.","A Surber sampler (25 X 25 cm frame fitted with a 243 um mesh net) was used to sample invertebrates at several different stations. Two replicates were taken from each station. The same sampling procedure was used for all dates. The stations were measured relative to the site of the dripper (&quot;-&quot; = upstream of the dripper). Samples were preserved in 4% formaldehyde and transported to Orono, Maine, where invertebrates were removed by hand under 15X magnification and then identified and counted. All values are converted to individuals per square meter.","aquatic, ecosphere event, animal, environmental process, freshwater, stream, disturbance, invertebrate, disturbance, insect"
"knb-lter-arc.1124","Total numbers per square meter and taxa of insects taken during a survey of headwater streams in the Toolik Lake region during the summer of 2001, Arctic LTER 2001.","A Surber sampler (25 X 25 cm frame fitted with a 243 um mesh net) was used to sample invertebrates on a single date at each site. Five replicates were taken from at least two riffles at each site. Samples were preserved in 4% formaldehyde and transported to Orono, Maine, where invertebrates were removed by hand under 15X magnification and then identified and counted. All values are the mean of five replicates and have been converted to individuals per square meter.","aquatic, ecosphere event, animal, environmental process, freshwater, stream, disturbance, invertebrate, disturbance, insect"
"knb-lter-arc.1125","Total numbers and species of insects taken from rock scrubbings during the summer of 1984-1988, 1993-1994, 1996-1998, in the Kuparuk River experimental reach near Toolik Field Station, North Slope Alaska..","A rock-scrubbing technique was used to collect bottom samples at several different stations with three replicates at each station in the Kuparuk River. The stations are measured relative to the 1984 phosphorus dripper. Only July sampling dates are included in this file (ACG). The samples were preserved in ethanol then picked, sorted, counted, and measured in Duluth using a NIKON MICRO-PLAN II digitizing pad.","biogeochemistry, ecology, aquatic, ecosphere event, animal, environmental process, landform, phosphorus cycle, biodiversity, freshwater, stream, disturbance, invertebrate, disturbance, hillslope, phosphorus, insect"
"knb-lter-arc.1374","Seasonal plant biomass moist acidic tussock tundra, 1983, Arctic LTER, Toolik Lake, Alaska.","Biomass in tussock tundra experimental plots near Toolik Lake, North Slope, AK (68 degrees 38N, 149derees 34W). There were five harvests in 1983. This file is the May 21-22, 1983 harvest.","biogeochemistry, ecosphere event, biological process, environmental process, landform, inorganic matter, nutrient, organic matter, disturbance, production, disturbance, hillslope, inorganic nutrient, primary production"
"knb-lter-arc.1375","Above ground plant biomass a moist acidic tussock tundra experimental site, 1984, Acric LTER, Toolik Lake, Alaska.","Above ground plant biomass was measured in a tussock tundra experimental site. The plots were set up in 1981 and have been harvested in previous years (See Shaver and Chapin Ecological Monographs, 61(1), 1991 pp.1-31.) This file is the July 26-27, 1984 harvest of the controls and nitrogen + phosphorus treatments.","biogeochemistry, ecosphere event, biological process, environmental process, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, production, disturbance, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1376","Biomass from six vegetation types along a toposequence on a floodplain terrace of the Sagavanirktok River, Alaswka,1988, Arctic LTER.","Biomass was harvested from six vegetation types along a toposequence on a floodplain terrace of the Sagavanirktok River in the northern foothills of the Brooks Range , Alaska (68degrees 46&#039; N, 148 degrees 51&#039; W 50m). The vegetation sites are; upland tussock tundra, &quot;hilltop heath&quot;, a &quot;hillslope shrub-lupine&quot;, a &quot;footslope Equisetum&quot;, a wet sedge tundra, and a &quot;riverside willow&quot;.","biogeochemistry, ecology, terrestrial, community, community, plant, biological process, landform, organic matter, biodiversity, flood plain, vegetation, vegetation, vascular plant, production, hillslope, vegetation dynammics, shrub, primary production"
"knb-lter-arc.1377","Above ground biomass in acidic tussock tundra experimental site, 1989, Arctic LTER, Toolik, Alaska.","Above ground plant biomass was measured in a tussock tundra experimental site. The plots were set up in 1981 and have been harvested in previous years (See Shaver and Chapin Ecological Monographs, 61(1), 1991 pp.1-31.) This file contains the biomass numbers for each harvested quadrat.","biogeochemistry, ecosphere event, biological process, environmental process, biomass, inorganic matter, nutrient, organic matter, disturbance, production, disturbance, above ground biomass, inorganic nutrient, primary production"
"knb-lter-arc.1378","June and August plant biomass in mesic acidic tussock tundra, 1992, Arctic LTER, Toolik Lake, Alaska.","Quadrats (20cm x 20cm squares) along a line (block) were collected for plant biomass in mesic tussock tundra. In the lab each quadrat was separated into individual species, new and old aboveground and belowground biomass. Two harvests were completed, June and a late July. These are control plots from an experiment setup for a 15N experiment.","biogeochemistry, ecology, ecosphere event, biological process, environmental process, biomass, inorganic matter, nutrient, organic matter, biodiversity, disturbance, production, disturbance, below ground biomass, inorganic nutrient, primary production"
"knb-lter-arc.1379","Early July plant biomass in mesic acidic tussock tundra, 1993, Arctic LTER, Toolik Lake, Alaska.","Quadrats (20cm x 20cm squares) along a line (block) were collected for plant biomass in mesic acidic tussock tundra. Each quadrat was separated into individual species, new and old aboveground and belowground biomass. The harvest occurred in early July to coincide with a 15N plant and soil harvest.","biogeochemistry, ecology, biological process, biomass, inorganic matter, nutrient, organic matter, biodiversity, production, below ground biomass, inorganic nutrient, primary production"
"knb-lter-arc.1380","Ecosystem-level Carbon dioxide fluxes in two long-term experimental wet sedge tundra sites near Toolik Lake, AK, ARC LTER 1994.","Ecosystem-level Carbon dioxide fluxes were measured in two long-term experimental wet sedge tundra sites near Toolik Lake, AK. Experimental treatments at each site included factorial nitrogenXphosphorus, greenhouse and shade house and were begun in 1985 (Sag site) or in 1988 (Toolik sites). Fluxes were measured on quadrats that were later sampled for biomass and leaf area.","biogeochemistry, experiment, plant part, biological process, physiological process, carbon, nitrogen cycle, phosphorus cycle, greenhouse, leaf, production, respiration, nitrogen, phosphorus, leaf area, primary production"
"knb-lter-arc.1381","Plant biomass, leaf area, carbon, nitrogen, and phosphorus in wet sedge tundra, 1994, Arctic LTER, Toolik Lake, Alaska.","Plant biomass, leaf area, carbon, nitrogen, and phosphorus were measured in three wet sedge tundra experimental sites. Treatments at each site included factorial NxP and at the Toolik sites greenhouse and shade house. Treatments started in 1985 (Sag site) and in 1988 (Toolik sites).","biogeochemistry, ecosphere event, experiment, plant part, biological process, environmental process, carbon, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, greenhouse, leaf, production, disturbance, nitrogen, inorganic nutrient, phosphorus, leaf area, primary production"
"knb-lter-arc.1382","Weights and lengths from retrospective growth analysis of different stem age classes of Betula nana, 1995, Arctic LTER, Toolik Lake, Alaska.","This data file contains the data on weights and lengths from retrospective growth analysis of different stem age classes of Betula nana ramets from the LTER Nutrient and Warming manipulations in tussock tundra at Toolik Lake.","biogeochemistry, ecosphere event, plant part, biological process, environmental process, manipulation process, inorganic matter, nutrient, organic matter, disturbance, stem, growth, production, disturbance, warming, inorganic nutrient, primary production"
"knb-lter-arc.1383","Above ground plant biomass and leaf area of moist acidic tussock tundra 1981 experimental site, Arctic LTER, Toolik Lake, Alaska.1995.","Above ground plant biomass and leaf area were measured in a tussock tundra experimental site. The plots were set up in 1981 and have been harvested in previous years (See Shaver and Chapin Ecological Monographs, 61, 1991 pp.1-31).","biogeochemistry, ecosphere event, plant part, biological process, environmental process, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, leaf, production, disturbance, nitrogen, inorganic nutrient, phosphorus, leaf area, primary production"
"knb-lter-arc.1384","Plant biomass in heath tundra experimental plots, 1996, Arctic LTER, Toolik Lake, Alaska.","Plant biomass in arctic heath experimental plots. Plots set up in 1989 with nitrogen, phosphorus, nitrogen plus phosphorus and a shade treatment were harvested for above ground biomass. Root mass was also measured on a smaller subsample.","biogeochemistry, ecosphere event, plant part, biological process, environmental process, biomass, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, root, production, disturbance, above ground biomass, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1385","Plant biomass in mesic acidic tussock tundra, 1998 15Nitrogen controls, Toolik, Alaska.","Five or six quadrats (20cm x 20cm squares) along a line (block) were collected for plant biomass in mesic tussock tundra. In the lab each quadrat was separated into individual species, new and old aboveground and belowground biomass.","biogeochemistry, ecology, biological process, biomass, nitrogen cycle, organic matter, biodiversity, production, below ground biomass, nitrogen, primary production"
"knb-lter-arc.1386","Plant biomass in moist acidic tussock tundra experimental small mammal exclosures, 1999 Arctic LTER Toolik, Alaska.","Above ground plant and below ground stem biomass was measured in Arctic LTER tussock tundra experimental small mammal exclosures. Treatments included Control, Nitrogen plus Phosphorus with both fenced and unfenced plots. In addition a moist non-acidic tussock tundra site was harvested. Leaf areas were also measured for each quadrat but are in a separate file.","biogeochemistry, ecosphere event, experiment, animal, plant part, biological process, environmental process, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, field manipulation, vertebrate, leaf, stem, production, disturbance, nitrogen, inorganic nutrient, phosphorus, exclosure, mammal, leaf area, primary production"
"knb-lter-arc.1387","Plant leaf area in Arctic LTER tussock tundra experimental small mammal exclosures.","Leaf areas were measured on quadrats harvested in Arctic LTER tussock tundra experimental small mammal exclosures. Treatments included Control, Nitrogen plus Phosphorus with both fenced and unfenced plots. In addition a moist non-acidic tussock tundra site was harvested. Biomass was also measured for each quadrat but is in a separate file.","biogeochemistry, ecosphere event, experiment, animal, plant part, biological process, environmental process, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, field manipulation, vertebrate, leaf, production, disturbance, nitrogen, inorganic nutrient, phosphorus, exclosure, mammal, leaf area, primary production"
"knb-lter-arc.1388","Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra, Toolik Field Station, Alaska, Arctic LTER 1999.","Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra, Toolik Field Station, Alaska, Arctic LTER 1999.","ecology, ecosphere event, environmental process, biodiversity, disturbance, disturbance, abundance, plant cover"
"knb-lter-arc.1389","Leaf area for select species was measured in arctic tundra experimental sites from late June into early August,Toolik Field Sattion, Alaska, Arctic LTER 2000.","Leaf area for select species was measured in arctic tundra experimental sites from late June into early August. Measurements were made in acidic and non acidic tussock tundra and in shrub tundra in control and fertilized plots.","biogeochemistry, ecology, ecosphere event, plant, plant part, biological process, environmental process, manipulation process, inorganic matter, nutrient, organic matter, biodiversity, disturbance, vascular plant, leaf, production, disturbance, fertilization, inorganic nutrient, shrub, leaf area, primary production"
"knb-lter-arc.1390","Above ground plant biomass in a mesic acidic tussock tundra experimental site 2000, Arctic LTER, Toolik Lake, Alaska.","Above ground plant biomass and leaf area were measured in a tussock tundra experimental site. The plots were set up in 1981 and have been harvested in previous years (See Shaver and Chapin Ecological Monographs, 61(1), 1991 pp.1-31.) This file contains the biomass numbers for each harvested quadrat and per cent carbon and nitrogen summaries for control and fertilized plots. Leaf area data is in 2000gsttLA","biogeochemistry, ecosphere event, plant part, biological process, environmental process, manipulation process, carbon, nitrogen cycle, inorganic matter, nutrient, organic matter, disturbance, leaf, production, disturbance, fertilization, nitrogen, inorganic nutrient, leaf area, primary production"
"knb-lter-arc.1391","Arctic LTER 2000: Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra.","Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra.","ecology, ecosphere event, environmental process, biodiversity, disturbance, disturbance, abundance, plant cover"
"knb-lter-arc.1392","Aboveground plant and belowground stem biomass were measured in moist acidic and moist non-acidic tussock tundra experimental plots, Toolik Field Station, Alaska, Arctic LTER 2000.","Aboveground plant and belowground stem biomass were measured in moist acidic and moist non-acidic tussock tundra experimental plots. Treatments at the acidic site include control and nitrogen (N) plus phosphorus (P) amendments; treatments at the non-acidic site include N, P, N+P, greenhouse warming, and greenhouse+N+P. Note:Â  Version 8 corrected an error where Carex vaginataÂ was listed twice under treatment of ""Nitrogen Phosphorus"".Â  The tissues with 8Â quadratsÂ wereÂ ""Greenhouse""Â  treatment.","biogeochemistry, ecosphere event, experiment, plant part, biological process, environmental process, manipulation process, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, greenhouse, stem, production, disturbance, warming, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1393","Percent carbon, percent nitrogen, del13C and del15N of above ground plant and belowground stem biomass samples from experimental plots in moist acidic and moist non-acidic tundra, 2000, Arctic LTER, Toolik Lake, Alaska.","Percent carbon, percent nitrogen, del13C and del15N were measured from above ground plant and belowground stem biomass samples from experimental plots in moist acidic and moist non-acidic tundra. Biomass data are in 2000lgshttbm.dat.","biogeochemistry, ecosphere event, plant part, biological process, environmental process, carbon, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, stem, production, disturbance, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1394","Biomass, nitrogen and carbon of plants in the Arctic LTER experimental wet sedge tundra experimental sites, 2001, Toolik Lake, Alaska.","Biomass, nitrogen and carbon of plants in the Arctic LTER experimental wet sedge tundra experimental sites, 2001, Toolik Lake, Alaska.. Treatments at each site included factorial NxP, greenhouse and shade house and were begun in 1985 (Sag site) or in 1988 (Toolik sites).","biogeochemistry, ecosphere event, experiment, biological process, environmental process, carbon, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, greenhouse, production, disturbance, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1395","Arctic LTER 2001: Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra.","Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra.","ecology, ecosphere event, environmental process, biodiversity, disturbance, disturbance, abundance, plant cover"
"knb-lter-arc.1396","Above ground plant and belowground stem biomass in moist acidic and non-acidic tussock tundra experimental sites, 2001, Arctic LTER, Toolik Lake, Alaska.","Above ground plant and belowground stem biomass was measured in moist acidic and non-acidic tussock tundra experimental sites. Treatments sampled were control plots and plots amended with nitrogen and phosphorus.","biogeochemistry, ecosphere event, plant part, biological process, environmental process, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, stem, production, disturbance, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1397","Percent carbon and percent nitrogen of above ground plant and belowground stem biomass samples from experimental plots in moist acidic and moist non-acidic tundra, 2001, Arctic LTER, Toolik Lake, Alaska.","Percent carbon and percent nitrogen were measured from above ground plant and belowground stem biomass samples from experimental plots in moist acidic and moist non-acidic tundra. Biomass data are in 2001lgshttbm.dat.","biogeochemistry, ecosphere event, plant part, biological process, environmental process, carbon, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, stem, production, disturbance, nitrogen, inorganic nutrient, phosphorus, primary production"
